spdb3517	服务调查满意度100%。
spdb10738	电子商业汇票系统和中国票据交易系统等票据市场基础设施开展跨省电子票据和纸质票据电子化转贴现、买入返售
spdb10739	人民银行电子商业汇票系统和上海票据交易所中国票据交易系统，不断提高电子票据在转贴现、买入返售（卖出回购）等票据交易业务中的占比。
spdb10757	中华人民共和国境内依法设立的商业银行与金融机构之间开展的以投融资为核心的各项同业业务
spdb10768	中华人民共和国境内依法设立的银行，为客户办理的商业汇票承兑、贴现业务和银行之间办理的买断式转贴现业务，以及《中国人民银行中国银行业监督管理委员会中国证券监督管理委员会中国保险监督管理委员会国家外汇管理局关于规范金融机构同业业务的通知》（银发〔2014〕127号）中以票据类金融资产为基础资产的买入返售（卖出回购）业务。
spdb10769	按业务实质建立审慎性考核机制。银行应建立科学的考核激励机制，按照《银行业金融机构绩效考评监管指引》（银监发〔2012〕34号文印发）的要求，合规经营类指标和风险管理类指标权重应当明显高于其他类指标，将承兑费率与垫款率等票据业务经营效益指标与风险管理类指标纳入考核，确保票据业务规模合理增长。      （二）加强实物票据保管。银行应建立监督有力、制约有效的票据保管制度，严格执行票据实物清点交接登记、出入库制度，加强定期查账、查库，做到账实相符，防范票据传递和保管风险。      （三）严格规范同业账户管理。
spdb10770	在客户原有信用等级和业务评价水平的有效期内，发生影响客户授信等的重大事项，银行应及时调整相关风险分析与评价。      （三）加强承兑保证金管理。银行应确保承兑保证金为货币资金，比例适当且及时足额到位，保证金未覆盖部分所要求的抵押、质押或第三方保证必须严格依法落实。应识别承兑保证金的资金来源，不得办理将贷款和贴现资金转存保证金后滚动申请银行承兑汇票的业务。保证金账户应独立设置，不得与银行其他资金合并存放。保证金管理应通过系统控制，不得挪用或随意提前支取。      （四）不得掩盖信用风险。银行不得利用贴现资金借新还旧，调节信贷质量指标；不得发放贷款偿还银行承兑汇票垫款，掩盖不良资产。。
spdb10777	为督促和引导银行业金融机构切实加强票据业务管理，有效防范风险
spdb10778	票据
spdb10779	。
spdb10780	为进一规范信托公司和商业银行业务合作行为，防范监管套利，确保信托公司合规经营，提升信托公司自主管理能力
spdb10787	保证金账户原则上应开立在总行或经授权的分行；对于在票据承兑申请人开户行开立保证金账户的，应通过系统控制、定期对账等措施防范保证金挪用风险
spdb10788	票据转贴现、买入返售、卖出回购资金应由票据转入行将资金划入票据转出行在中国人民银行开立的存款准备金账户，或票据转出行在本行开立的一般存款账户，不得转入票据转出行在他行开立的账户，防止随意开户和资金体外循环。应明确专门部门负责交易资金账户的监测和管理。
spdb10789	票据承兑行要按有关部门规定，在电子商业汇票系统进行及时登记，以便他行查询；要完善查询台账制度，如遇法院冻结止付等影响票据权利的事件发生，应在收到法院通知两个工作日内依托中国人民银行大额支付系统或其他适当方式通知票据查询行。票据查询行如已将票据转出，应通过适当方式通知交易对手，确保持票行及时主张合法权利。法律法规另有规定的除外。
spdb10790	对管理不力、屡查屡犯的，除对直接责任人进行严肃问责外，还要追究有关领导责任。涉嫌犯罪的，及时移送司法机关。
spdb10797	为加强商业银行资本监管，维护银行体系稳健运行，保护存款人利益
spdb10798	在中华人民共和国境内设立的商业银行。
spdb10800	是指商业银行持有的符合本办法规定的资本与风险加权资产之间的比率。
spdb10808	推动银行业金融机构按照回归本源、专注主业的要求强化合规意识，规范经营行为，自觉维护良好金融秩序。按照“有利于提升服务实体经济的效率、有利于降低金融风险、有利于保护投资者合法权益”
spdb10809	1
spdb10810	一是机构自查和整改问责情况机构内部规章及合规管理机制建设和执行的总体情况；二是监管检查的组织实施情况；三是自查和监管检查发现的主要问题及影响；四是对问题原因的分析；五是拟采取的监管措施和行政处罚措施；六是相关政策建议等。对重大违规问题和典型案例，请及时专题报送银监会创新部。 （三）总结报告 银监会创新部根据各机构监管部门提供的分机构类别汇总报告，汇总形成“四不当”专项治理工作总结报告。
spdb10817	（一）发送申请。库存移出机构经办人员在票交所系统内查询并选择需库存移出的票据，选择库存移入机构，将库存移库申请发送至库存移入机构。 （二）移送实物。库存移出机构库房管理人员根据票交所系统中的库存待移出票据清单，挑选票据实物出库，移送至库存移入机构。 库存移入办理流程： （一）移库确认。库存移入机构经办人员收妥移送的票据实物后，在票交所系统对库存待移入票据进行逐笔核对，票据实物与票交所系统中待移入票据票号核对一致的，确认库存移入。 （二）移库退票。核对未通过的票据，库存移入机构经办人员应在票交所系统作移库退回处理。需退回的票据实物，由库存移入机构与库存移出机构确认退票原因并办理交接。
spdb10818	业务办理的次一工作日
spdb10819	票据标识信息、出质日期、出质人名称、出质人账号、质权人名称及质权人行号。
spdb10820	（一）录入质押信息。质押信息登记机构经办人员按照票据的票面信息和质押业务实际录入票据质押信息，提交复核人员复核。 （二）质押信息复核。质押信息登记机构复核人员根据票据实物对经办人员录入的信息逐一核对。核对有误的，退回经办人员修改或删除，修改完成的再次提交复核人员复核；核对无误的，确认复核通过，完成质押信息登记。
spdb10827	1.权属初始登记机构自行保管票据时办理流程（1）发送申请。权属初始登记机构经办人员在票交所系统查询并选择符合条件的票据，选定保证增信机构后，向保证增信机构发送库存移库申请。 （2）移送实物。权属初始登记机构库房管理人员根据票交所系统中的库存待移出票据清单，挑选票据实物出库，移送保证增信机构。
spdb10828	1）发起库存移出申请。权属初始登记机构经办人员在票交所系统查询并选择符合条件的票据，选定保证增信机构后，向贴现保管机构发起库存移出申请。 （2）办理库存移出。贴现保管机构经办人员确认票交所系统中的库存移出申请，向保证增信机构发起库存移出，并由库房管理人员根据票交所系统中的库存待移出票据清单，挑选票据实物出库，移送保证增信机构。
spdb10838	（一）录入保证信息。保证信息登记机构经办人员录入票据保证信息，提交复核人员复核。  （二）保证信息复核。保证信息登记机构复核人员根据票据实物对经办人员录入的信息逐一核对。核对有误的，退回经办人员修改或删除，修改完成的再次提交复核人员复核；核对无误的，确认复核通过，完成保证信息登记。
spdb10840	影像确认和实物确认。
spdb10849	票据标识信息、止付日期、止付类型、止付原因，挂失止付通知书、协助司法冻结票据的相关法律文书等影像。
spdb10850	（一）止付信息登记。止付信息登记机构经办人员核对止付通知、票交所系统登记信息以及票据实物（若有）各项要素一致后，在票交所系统做止付信息登记。 （二）上传止付影像。止付信息登记机构经办人员扫描并上传挂失止付通知书、协助司法冻结票据的相关法律文书等影像。
spdb10857	已完成权属初始登记的票据办理票据保证，权属初始登记机构应在发起交易前，通过票交所系统向其他系统参与者发起保证业务申请。
spdb10858	在清偿票据债务后，保证机构可向贴现机构及其前手进行追偿。
spdb10860	（一）保证申请办理的流程。权属初始登记机构的经办人员在票交所系统查询并选择需要办理保证的票据，选定保证机构，向保证机构发出保证业务申请。
spdb10867	指交易成员向特定单一交易员发出的交易要素完整、明确的报价，受价方确认即可成交。对话报价只能由卖出方发起。
spdb10869	采用票款对付（DVP），同一法人分支机构间的转贴现交易可以采用纯票过户(FOP)。
spdb10870	是指结算双方同步办理票据过户和资金支付并互为条件的结算方式。
spdb10877	办理质押解除确认。出质机构收到质权机构的质押解除申请，在票交所系统审核待解除质押票据的清单，核对无误后确认通过。
spdb10878	（一）质押申请。出质机构的经办人员在票交所系统查询并选择需要办理质押的票据，选定质权机构，向质权机构发出质押业务申请。  （二）质押确认。质权机构收到出质机构的质押业务申请，在票交所系统审核待质押票据的清单，核对无误后确认通过。
spdb10879	质押解除申请。票据质押到期时，质权机构的经办人员应在票交所系统查询并选择质押待解除的票据，向出质机构发起质押解除申请。  （二）质押解除确认。出质机构收到质权机构的质押解除申请，在票交所系统审核待解除质押票据的清单，核对无误后确认通过。
spdb10887	金融机构等作为资产管理人，在依法合规的前提下，接受客户的委托或授权，按照与客户约定的投资计划和方式开展资产管理业务所设立的各类投资产品，包括证券投资基金、资产管理计划、银行理财产品、信托计划、保险产品、住房公积金、社会保障基金、企业年金、养老基金等
spdb10889	指交易成员向特定单一交易员发出的交易要素完整、明确的报价，受价方确认即可成交。对话报价只能由正回购方发起。对话报价一经发出，不得撤回。
spdb10890	采用票款对付（DVP）
spdb10897	是指交易双方自行协商确定交易价格以及其他交易要素的交易方式，包括报价/询价、格式化交谈和确认成交三个步骤。
spdb10898	指交易成员向特定单一交易员发出的交易要素完整、明确的报价，受价方确认即可成交。对话报价只能由正回购方发起。对话报价一经发出，不得撤回。
spdb10900	是指结算双方同步办理票据过户和资金支付并互为条件的结算方式。
spdb10908	不需要贸易背景，发行人可以直接面向市场多种机构投资者，可以根据市场的需要和自己对资金的需求来设计商业票据的期限、利率等要素，正常情况下当天就可以筹集到资金，且可以根据需要滚动发行。所以， 80年代资产支持商业票据和欧洲商业票据的发明形成了对银行承兑汇票的替代。  三是从银行承兑汇票作为美元资产的功能来看，欧洲美元市场（Euro-dollar market）的发展对美元银行承兑汇票市场产生了替代。20世纪50年代，欧洲美元市场开始建立。1969年，欧洲美元市场规模达到美元银行承兑汇票市场的4倍左右。1985年广场协议签订，美元国际体系得到确立。欧洲美元作为美元资产的投融资便利性比银行承兑汇票更胜一筹。而且，后者的利率优势在这一时期逐渐消失， 80年代初，二者利差曾高达100bp，80年代后期利差消失，导致银行承兑汇票市场对二级市场参与者不再具有吸引力。  四是对银行而言，银行承兑汇票业务的政策红利逐步消失。
spdb10917	甲种国库券按面额发行，到期还本付息
spdb10918	商业汇票在台湾指由企业或政府事业单位签发的、委托付款人于指定到期日无条件付款的票据。在台湾，商业汇票以银行承兑汇票为主，大多用于国际贸易。
spdb10919	银行发行的可交易和转让的一年期以下定期存款凭证
spdb10920	交易性商业本票是企业以实际交易为背景签发的本票，又称第一类商业本票（CP1）。融资性商业本票是企业为筹措资金所签发的本票，又称第二类商业本票（CP2），也就是我们通常所说的“融资性票据”。融资性商业本票需要经专业票券商或合格金融机构签证[2]、承销后方可在货币市场上流通，分为经信用评级机构评级的企业发行的本票和经金融机构保证发行的本票。
spdb10937	会员机构使用人民银行清算账户或者票交所资金账户办理票据业务结算及资金收付。
spdb10938	结算双方同步办理票据过户和资金支付并互为条件的结算方式。
spdb10939	结算双方的票据过户与资金支付相互独立的结算方式。
spdb10948	一是能够优化央行货币政策传导机制，强化票据市场作为连接实体经济和金融市场的桥梁作用。再贴现是三大货币政策工具之一，对发挥定向调控尤其是支持“三农”、小微企业融资具有相对优势，下一步央行参与票交所交易后，将有助于疏通并扩大再贴现政策传导至实体经济的渠道与平台，灵活快速地实施货币政策。 二是加强市场基础设施建设，完善金融市场体系。票交所优化了票据流通领域的机制，可以显著提高票据交易流转的效率，有效防范业务风险特别是案件频发的纸票风险。 三是票交所将成为票据市场的中心，有助于拓展市场广度和深度。票交所允许证券、基金、保险等非银行金融机构以及非法人投资产品加入，有利于建立多层次、多元化的市场主体结构；进一步丰富票据交易类型，扩大产品创新的范围，拆除了票据市场与其他金融市场之间的藩篱，彻底打通票据资产和其他资金的流通渠道，未来整个票据市场的资金需求和供给都会显著增加。
spdb10949	一是对经营模式的影响。前中后台集中和流程一体化将成为未来的票据业务发展趋势。票交所制度下，票据贴现后的主要业务环节全部在票交所系统上操作。由于转贴现环节不再需要人工送票、验票、保管、托收等工作，前中后台集中运作非常必要，为商业银行票据业务的一体化经营管理创造了条件。商业银行将承兑、贴现、转贴现、再贴现等环节集中到一个票据专营部门管理，统筹考虑承兑手续费、保证金、贴现利率和交易价差，有利于提升票据业务的综合回报水平，有效降低企业的财务成本。 此外，纸票电子化发展打破了原来的时间和地域限制，交易效率的大幅提升减少了对业务人员的需求，因此分散下沉式经营的必要性大大降低，未来将会有越来越多的银行推行专营、集中的票据业务体制，逐步将票据交易的权限向上级行和法人层级集中，以充分发挥集约化经营的成本优势以及总部机构的决策优势和规模优势，提升在票据交易中议价定价能力
spdb10950	对交易盘面的分析掌控，加强研究成果与交易策略的融合应用
spdb10957	全国统一的票据交易平台正式建立，标志着全国统一、信息透明、以电子化方式进行业务处理的现代票据市场框架初步建立
spdb10958	极大地扰乱了票据市场秩序，增加了市场风险隐患。
spdb10959	是人民银行指定的提供票据交易、登记托管、清算结算和信息服务的机构，同时承担着中央银行货币政策再贴现操作等政策职能。
spdb10960	设立意向询价、对话报价、点击成交、请求报价等多样化的交易方式，促进票据市场的对手方发现和价格发现，以票据交易平台生成的标准化电子成交单取代传统的线下纸质成交合同，显著提升票据交易效率和市场透明度，便于管理部门对票据交易进行更有效的监管。。
spdb10968	有效监管，导致“包装票”、“倒打款交易”、“代保管交易”、“清单交易”、“资金划付同业户”、“一票两卖”、“销规模”
spdb10969	与银行业形成互补性交易，起到调节银行间市场流动性、平抑票据市场利率的作用。
spdb10970	安全性、便捷性、效率性
spdb10977	票据业务作为直接对接实体经济的重要支付结算和融资工具，对解决企业融资难、融资贵问题，促进我国实体经济健康发展，将发挥至关重要的推动作用。
spdb10978	政策性银行、商业银行及其授权的分支机构、农村信用社、企业集团财务公司、信托公司、证券公司、基金管理公司、期货公司、保险公司等经金融监督管理部门许可的金融机构均可参与票据市场交易。
spdb10979	特征有助于建立中小企业的信用信息库。由于中小企业的商业信用接受度不高，其往往可以通过签发银行承兑汇票来提高信用等级。对于市场发现的票据恶意欺诈、无理拒付、拖延支付等信息，可以以电子信息储存的方式对企业票据行为进行系统的记录和建立企业票据行为信息数据库，并以此作为开展企业票据信用评估分析的依据。 
spdb10980	一是票据的真实性，市场中存在假票、克隆票、刑事票等伪造假冒票据；二是划款的即时性，即票据到期后承兑人未及时将相关款项划入持票人账户；三是违规交易，即票据交易主体或者中介机构，存在一票多卖、清单交易、过桥销规模、出租账户等违规行为。与此相对应，区块链用于票据场景也主要有三种。
spdb10987	数字票据系统采用联盟链技术，央行、数字票据交易所、商业银行以及其他参与机构以联盟链节点的形式经许可后接入数字票据网络；不同的节点在接入时可以根据角色不同和业务需求授予不同的链上操作权限，包括投票权限、记账权限和只读权限等；数字票据发行后以智能合约的形式登记在联盟链上，并在链上进行交易撮合；结算则通过数字票据交易所连接联盟链之外现有的基于账户的支付平台完成；数字票据交易所的主要角色是充当交易结算过程中的信任中介；交易撮合主要由商业银行和参与机构等各参与方，基于联盟链的共享数据自行完成。
spdb10988	商业银行A就所持有的数字票据SDD-1发起转贴现交易申请，改写SDD-1智能合约中的交易状态为转贴现待交易，并写入转贴现的种类及期望的转贴现利率；此后，银行A不能再对该票做其他操作(此步骤发生在链上)。第二步：商业银行B在链上发现符合它期望的转贴现待交易状态的数字票据SDD-1（此步骤发生在链上）。第三步：商业银行B向数字票据交易所发起转贴现签收交易。数字票据交易所扣除商业银行B在交易所所开保证金账户上的本次交易金额（转贴现金额扣除利息）；将转贴现金额扣除利息和手续费后划入商业银行A在交易所开立的保证金账户；手续费部分划入交易所自身账户（此步骤发生在链下）。第四步：数字票据交易所，完成并关闭数字票据SDD-1的转贴现签收交易，票据持有人被让渡给商业银行B（此步骤发生在链上）。
spdb10989	在数字票据的联盟链中，设置一个央行的数字货币发行节点，由该节点负责数字货币的发行和兑付；借鉴现行电子票据模式中线上清算与备付金账户相挂钩的方式，实现数字票据的网络节点与存有实物货币账户绑定的方式，通过这个发行节点1∶1兑换成央行数字货币，在区块链中流通；银行等业务参与方在本系统中除了持有票据等，还会持有一定量的央行数字货币；在交易中，参与方是通过向交易对手方发送央行数字货币的方式来完成支付操作。
spdb10990	以银行分支机构为主要参与主体的点对点、单笔询价、送票清算传统业务模式。
spdb10997	票交所以创新思路推出承兑和直贴登记、纸质票据托管等一系列功能，实现票据在银行、非银金融机构之间的电子化流转，这就好像为每张票据装上了“隐形的眼睛”，能够实现对其全生命周期的监管，最大限度地降低纸质票据真伪、运输和保管等风险。 同时，票交所拥有统一的交易和操作规程，有助于探索形成行业业务执行标准，进一步有效规范市场经营行为，并通过发布和固化票据监管规定和风险动态，有助于提升各市场参与者对票据规章制度、风险防控、合规操作的认识和理解，提升市场参与者行为的合规性
spdb10998	票交所对称透明+点对点的交易，有助于为形成准确有效的全国统一的价格体系打好基础，避免价格的剧烈波动，理顺票据融资业务利率体系，形成体现信用风险溢价性质的市场化承兑费率、体现不同贷款期限合理定价的贴现利率、体现资金业务性质和与货币市场利率挂钩的转贴现利率以及反映实体经济融资需求和货币市场资金供给状况的再贴现利率等票据融资利率体系等。 同时，海量的交易数据，借助数据挖掘和分析有助于研究票据市场的中长期走势，提升市场预判水平，有利于减少市场盲目性，建立更加健康有序的市场发展环境，形成完备的市场价格指数和形成机制，并借助其长期市场敏感性强的发展经验为利率市场化、利率走廊等提供借鉴
spdb11000	。
spdb11007	询价为主，以点击成交、匿名点击等
spdb11009	（1）期限为1-6个月
spdb11010	以实体经济
spdb3520	知识
spdb3530	17个
spdb3537	5150个
spdb3538	3月9日
spdb3539	共120人在青海银监局主会场
spdb3548	9393.66亿元
spdb3558	一名副局长
spdb3570	中国银行经济技术开发区支行
spdb3597	35万
spdb3599	23.6亿元
spdb3610	银监局
spdb3619	客户信用
spdb3620	湖州等
spdb3637	侴宇明
spdb3649	2011年7月
spdb3658	深圳
spdb3667	河南银监局与省国税局、地税局
spdb3669	省工信委、省国税局和省地税局
spdb3679	113.4亿元
spdb3680	4亿元
spdb3687	21个
spdb3688	21个
spdb3689	21个
spdb3690	15
spdb3708	两学一做”学习教育实施方案，宁波银监局
spdb3717	402户
spdb3727	银监会
spdb3730	6个
spdb3737	境内依法设立的商业银行适用商业银行押品管理指引。
spdb3748	2016年
spdb3759	40729.4万元
spdb3767	止涨回落
spdb3769	中国工商银行、中国农业银行、中国银行、中国建设银行四家大型银行分别筹建河北雄安分行
spdb3787	实现利润236.6亿元
spdb3788	13.90%
spdb3789	2011年5月
spdb3797	8小时
spdb3799	10.41亿美元
spdb3810	121个
spdb3820	41项
spdb3827	9月14日
spdb3828	知识竞赛
spdb3838	9.81亿元
spdb3839	1581.12亿元
spdb3840	22家
spdb3848	204511户
spdb3850	63.65%
spdb3857	中国银监会
spdb3859	2016年11月29日
spdb3868	16.18亿元
spdb3869	爱心卡77.8万张
spdb3870	以“支农支小”为第一责任。
spdb3879	最高额度可达10万元
spdb3887	金融知识
spdb3890	全域旅游支付结算智慧景区
spdb3897	2.68万亿元
spdb3899	2016年11月24日
spdb3900	2018年3月12日
spdb3927	银监会副主席蔡鄂生
spdb3928	107.4万亿元
spdb3929	金融办公室
spdb3940	金融
spdb3949	2017年7月3日
spdb3967	中国人民银行和中国银行业监督管理委员会
spdb3990	2008年4月
spdb3997	企业和个人信用信息基础数据库
spdb4009	1999年
spdb4010	10%
spdb4028	2016年6月1
spdb4029	城市商业银行、农村商业银行、农村合作银行和城乡信用社
spdb4030	中国人民银行、财政部、商务部、海关总署、税务总局、银监会
spdb4038	中文
spdb4039	中国人民银行
spdb4040	财政部及国家有关外债、外资管理部门
spdb4048	抄报中国人民银行
spdb4049	出资设立
spdb4057	4小时
spdb4058	4小时
spdb4078	每月第8个工作日前
spdb4079	2001年9月8日起
spdb4080	外汇局北京外汇管理部。总部不在北京的各中资外汇指定银行总行应将数据报送至外汇局所在地分支局
spdb4107	财政部、中国人民银行
spdb4117	银监会
spdb4120	进一步加强专项票据发行、兑付考核工作
spdb4128	5个工作日内
spdb4138	《高校国家助学贷款申请表》
spdb4139	家长
spdb4167	288
spdb4168	30000
spdb4169	8000
spdb4170	2002年2月6
spdb4188	四次
spdb4189	同一家
spdb4190	自2002年4月15日起施行
spdb4197	圆形
spdb4198	直径18毫米
spdb4199	50元
spdb4200	50元
spdb4218	10
spdb4230	每年6月30日前
spdb4247	清算
spdb4248	80000元
spdb4257	80000元
spdb4280	不超过90%
spdb4288	2005年10月21
spdb4297	中国人民银行
spdb4309	2007年11月28
spdb4310	2007年11月28
spdb4319	5个
spdb4320	延期支付、到期时本金和利息延期支付
spdb4329	2008年10月23
spdb4330	10元
spdb4337	2007年10月23
spdb4338	13枚
spdb4340	含纯金1/10盎司，直径18毫米，面额50元
spdb4347	正回购方所出质的资产支持证券（简称质押券）应当足额。
spdb4358	中国人民银行分支机构
spdb4368	2008年8月1日
spdb4369	2008年1月16
spdb4377	2007年10月31
spdb4379	北京天坛祈年殿
spdb4380	母子熊猫图
spdb4387	2008年11月28
spdb4397	1元
spdb4399	2008年11月12
spdb4407	2008年4月8
spdb4408	2
spdb4409	深圳国宝造币有限公司
spdb4419	2008年5月1
spdb4428	等值20000元人民币
spdb4429	等值20000元人民币
spdb4430	中国人民银行将继续支持澳门经济、贸易、投资以及澳门人民币业务的发展
spdb4439	《全国银行间债券市场债券交易管理办法》（中国人民银行令〔2000〕第2号发布）、《银行间债券市场债券登记托管结算管理办法》
spdb4440	中央国债登记结算有限责任公司
spdb4450	金融衍生产品交易
spdb4457	不得低于5亿元
spdb4458	2008年3月20
spdb4459	共9枚
spdb4460	直径60毫米，面额2000元
spdb4470	2009年6月30
spdb4477	300000
spdb4478	2009年1月16
spdb4487	自2009年3月16日起，两地支付互通安排开通美元、欧元、港币和英镑4个币种
spdb4489	当日9∶00至16∶00
spdb4490	当日9∶00至16∶00
spdb4497	300元
spdb4509	2009年6月10
spdb4520	2010年4月22日
spdb4528	2010年11月9
spdb4529	上海世界博览会吉祥物“海宝”，背景图案为城市建筑群，内缘上方刊“中国2010年上海世博会”字样，左下方刊“1元”面额。
spdb4530	一个戴着虎头帽的儿童敲打腰鼓，背景为燃放的鞭炮和布老虎图案，内缘下方刊“庚寅
spdb4540	2010年12月6
spdb4548	2010年8月26
spdb4549	5
spdb4559	2010年3月23
spdb4567	北京天坛祈年殿
spdb4568	300元
spdb4569	10000元
spdb4570	2000元
spdb4579	100元
spdb4600	2010年9月16
spdb4608	2011年6月16
spdb4620	中国人民银行令〔2010〕第2号发布）实施工作，保障非金融机构支付服务业务系统检测认证工作规范有序开展，中国人民银行
spdb4630	2011年10月28
spdb4638	2011年6月28
spdb4647	10元
spdb4648	30000
spdb4649	上海造币有限公司
spdb4650	2011年10月11
spdb4658	2011年10月13日
spdb4669	中国人民银行定于2011年4月15
spdb4670	3枚
spdb4677	2011年7月29
spdb4687	60000
spdb4688	2011年4月14
spdb4699	2011年4月29
spdb4707	母子熊猫图，并刊“1/4oz Au .999”字样、“华夏银行成立20周年纪念”英文字样及面额。  1盎司圆形银质纪念币背面图案为母子熊猫图
spdb4708	1
spdb4709	5
spdb4710	100元
spdb4717	12
spdb4718	20
spdb4719	12
spdb4720	22
spdb4730	2012年11月20
spdb4739	2011年3月1
spdb4747	2012年6月29
spdb4759	中国金币总公司
spdb4760	2011年4月27
spdb4767	2012年4月26日
spdb4768	2
spdb4769	含纯金1/4盎司，直径22毫米，面额100元
spdb4770	含纯金1/4盎司，直径22毫米，面额100元
spdb4777	券款对付结算方式办理债券结算和资金结算
spdb4787	2012年5月24
spdb4807	10000
spdb4808	30000
spdb4809	2013年8月8
spdb4817	含纯金1/4盎司，直径22毫米，面额100元
spdb4818	100元
spdb4819	15000枚
spdb4828	150元
spdb4829	直径23毫米，面额150元
spdb4830	150元
spdb4837	1元，直径为25毫米，材质为黄铜合金
spdb4838	黄铜合金
spdb4839	8000
spdb4847	300元
spdb4848	深圳国宝造币有限公司、沈阳造币有限公司和上海造币有限公司
spdb4849	2014年3月20
spdb4867	100元
spdb4868	100元
spdb4869	100元
spdb4878	2012年8月31
spdb4888	交通银行首尔分行
spdb4889	2014年6月30
spdb4890	30
spdb4900	2013年9月10
spdb4908	5元，直径为30毫米
spdb4909	5元，直径为30毫米
spdb4910	7000万枚
spdb4920	中国银行巴黎分行
spdb4927	深圳国宝造币有限公司
spdb4928	深圳国宝造币有限公司
spdb4929	2013年12月24
spdb4938	2014年10月24
spdb4948	中国银行悉尼分行
spdb4949	2014年12月26
spdb4959	1%
spdb4960	2014年3月21
spdb4968	2014年7月31
spdb4977	2015年7月16
spdb4988	人民币计价、结算
spdb4989	在存管银行开立的人民币保证金专用账户
spdb4998	2015年8月20
spdb5010	2015年11月12
spdb5018	赞比亚中国银行
spdb5020	2015年9月29
spdb5028	公平、公开、公正
spdb5029	传至全国银行间同业拆借中心
spdb5038	2014年5月30
spdb5047	10元
spdb5048	双色铜合金
spdb5049	双色铜合金
spdb5050	5亿枚
spdb5059	2015年11月6
spdb5067	2016年8月10
spdb5077	）155．52克（5盎司
spdb5078	）155．52克（5盎司
spdb5079	）155．52克（5盎司
spdb5080	深圳国宝造币有限公司、上海造币有限公司
spdb5087	10个工作日内
spdb5097	2021年5月2日
spdb5099	2016年7月19
spdb5118	中国人民银行上海
spdb5119	五、合格机构投资者
spdb5120	中国人民银行根据有关规定进行处理并通报相关机构监管部门，或者移交有关部门
spdb5129	中国人民银行关于《个人存款账户实名制规定》施行中有关问题处理意见的补充通知
spdb5138	积数计息法和逐笔计息法
spdb5140	积数计息法按实际天数每日累计账户余额，以累计积数乘以日利率计算利息。计息公式为：利息=累计计息积数×日利率，其中累计计息积数=每日余额合计数。
spdb5150	其业务人员、资金账户均应分开，不得混合操作
spdb5157	每季度结束后的10个工作日内
spdb5167	每年第一季度
spdb5169	2016年1月5
spdb5177	中国人民银行
spdb5178	20个工作日内
spdb5198	中国人民银行关于加强会计联行管理有关事项的通知
spdb5200	营业部(室)主任坐班制度
spdb5209	《中国人民银行关于内地银行与香港和澳门银行办理个人人民币业务有关问题的通知》
spdb5217	国家外汇管理局
spdb5228	二次预约方式发行
spdb5247	中国人民银行
spdb5248	我国银行信息化发展的重大举措
spdb5250	计算机安全管理委员会(领导小组)主任委员
spdb5267	2平方厘米
spdb5268	《国务院对确需保留的行政审批项目设定行政许可的决定》
spdb5288	《商业银行中间业务统计制度》适用于开展中间业务的各国有独资商业银行、股份制商业银行和城市商业银行
spdb5289	《商业银行中间业务统计制度》中的指标数据从各商业银行会计科目、账户以及台账信息中取得。
spdb5290	《商业银行中间业务统计制度》
spdb5308	中国人民银行
spdb5310	3％
spdb5320	中国人民银行债券发行系统
spdb5330	3月15日
spdb5337	中国人民银行
spdb5348	2001年10月26
spdb5357	15枚
spdb5358	2000元，尺寸40毫米×64毫米
spdb5360	2001年7月15
spdb5367	中国人民银行
spdb5368	谨慎会计原则
spdb5369	根据《贷款风险分类指导原则》，对贷款进行风险分类后，按每笔贷款损失的程度计提的用于弥补专项损失的准备。特种准备指针对某一国家、地区、行业或某一类贷款风险计提的准备。
spdb5377	5枚
spdb5379	50000
spdb5380	8800
spdb5387	长方形，规格90毫米×40毫米，面额50元
spdb5388	50元
spdb5389	5盎司
spdb5399	2001年5月23
spdb5417	联社
spdb5418	信用社开办银行承兑汇票业务，应使用人民银行统一规定的票据凭证和汇票
spdb5419	中国人民银行管辖分行、营业管理部、省会（首府）城市中心支行
spdb5420	中国人民银行总行
spdb5430	2006年1月1
spdb5439	8个工作日内
spdb5448	2001年5月23
spdb5457	按年结息
spdb5458	每年6月30
spdb5469	2004年4月25
spdb5479	国家外汇管理局
spdb5480	所在地外汇局
spdb5498	中国人民银行关于应对非典型肺炎影响全力做好当前货币信贷工作的意见
spdb5508	每年1月20日
spdb5519	38000套
spdb5530	1999年10月1
spdb5538	“银联”标识
spdb5540	中国印钞造币总公司
spdb5548	报经中国人民银行
spdb5559	房地产开发贷款科目
spdb5579	外汇局
spdb5597	通知》
spdb5598	2006年6月1
spdb5599	《国务院办公厅转发建设部等部门关于调整住房供应结构稳定住房价格意见的通知》
spdb5608	《网上银行业务管理暂行办法》
spdb5609	人民银行总行、分行或营业管理部
spdb5618	超过一年
spdb5619	要根据生产经营活动的实际周期确定，但最长不得超过三年
spdb5620	《基金管理公司、证券公司人民币合格境外机构投资者境内证券投资试点办法》有关事项的通知
spdb5629	人民银行总行
spdb5639	中国人民银行先后印发
spdb5657	固定代理行收益方式
spdb5660	固定发卡行收益比例的方式
spdb5667	中国人民银行
spdb5668	2004年1月底前
spdb5690	网络方式加密传送至中国人民银行大额支付统计分析系统。
spdb5700	《现金管理暂行条例》
spdb5719	自小额支付系统
spdb5720	中国人民银行
spdb5728	366天以上
spdb5729	中国人民银行关于进一步做好农村信用社支农服务工作的通知
